image_path,image_relpath,source_data_id,group_id,class_id,model_label,class_name,n_annotations,n_defect_annotations,is_mixed,split
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-2.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-2.jpg,S-210902_A_C_2_R_4745003-2,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-20.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-20.jpg,S-210902_A_C_2_R_4745003-20,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-21.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-21.jpg,S-210902_A_C_2_R_4745003-21,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-22.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-22.jpg,S-210902_A_C_2_R_4745003-22,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-23.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-23.jpg,S-210902_A_C_2_R_4745003-23,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-24.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-24.jpg,S-210902_A_C_2_R_4745003-24,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-25.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-25.jpg,S-210902_A_C_2_R_4745003-25,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-27.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-27.jpg,S-210902_A_C_2_R_4745003-27,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-28.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-28.jpg,S-210902_A_C_2_R_4745003-28,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-3.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-3.jpg,S-210902_A_C_2_R_4745003-3,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-4.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-4.jpg,S-210902_A_C_2_R_4745003-4,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-5.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-5.jpg,S-210902_A_C_2_R_4745003-5,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-7.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-7.jpg,S-210902_A_C_2_R_4745003-7,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-9.jpg,TS_아파트/구조물(균열)/보통/RGB/S-210902_A_C_2_R_4745003-9.jpg,S-210902_A_C_2_R_4745003-9,S-210902_A_C_2_R_4745003,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-1.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-1.jpg,S-211111_A_C_2_R_9636012-1,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-10.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-10.jpg,S-211111_A_C_2_R_9636012-10,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-11.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-11.jpg,S-211111_A_C_2_R_9636012-11,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-12.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-12.jpg,S-211111_A_C_2_R_9636012-12,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-13.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-13.jpg,S-211111_A_C_2_R_9636012-13,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-14.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-14.jpg,S-211111_A_C_2_R_9636012-14,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-15.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-15.jpg,S-211111_A_C_2_R_9636012-15,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-16.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-16.jpg,S-211111_A_C_2_R_9636012-16,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-17.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-17.jpg,S-211111_A_C_2_R_9636012-17,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-19.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-19.jpg,S-211111_A_C_2_R_9636012-19,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-2.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-2.jpg,S-211111_A_C_2_R_9636012-2,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-20.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-20.jpg,S-211111_A_C_2_R_9636012-20,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-21.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-21.jpg,S-211111_A_C_2_R_9636012-21,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-22.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-22.jpg,S-211111_A_C_2_R_9636012-22,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-23.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-23.jpg,S-211111_A_C_2_R_9636012-23,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-24.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-24.jpg,S-211111_A_C_2_R_9636012-24,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-25.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-25.jpg,S-211111_A_C_2_R_9636012-25,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-26.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-26.jpg,S-211111_A_C_2_R_9636012-26,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-28.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-28.jpg,S-211111_A_C_2_R_9636012-28,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-29.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-29.jpg,S-211111_A_C_2_R_9636012-29,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-3.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-3.jpg,S-211111_A_C_2_R_9636012-3,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-30.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-30.jpg,S-211111_A_C_2_R_9636012-30,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-5.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-5.jpg,S-211111_A_C_2_R_9636012-5,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-6.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-6.jpg,S-211111_A_C_2_R_9636012-6,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-7.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-7.jpg,S-211111_A_C_2_R_9636012-7,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-8.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-8.jpg,S-211111_A_C_2_R_9636012-8,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-9.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211111_A_C_2_R_9636012-9.jpg,S-211111_A_C_2_R_9636012-9,S-211111_A_C_2_R_9636012,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-2.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-2.jpg,S-211113_A_C_2_R_5166022-2,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-21.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-21.jpg,S-211113_A_C_2_R_5166022-21,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-22.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-22.jpg,S-211113_A_C_2_R_5166022-22,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-23.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-23.jpg,S-211113_A_C_2_R_5166022-23,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-24.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-24.jpg,S-211113_A_C_2_R_5166022-24,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-25.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-25.jpg,S-211113_A_C_2_R_5166022-25,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-26.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-26.jpg,S-211113_A_C_2_R_5166022-26,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-27.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-27.jpg,S-211113_A_C_2_R_5166022-27,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-28.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-28.jpg,S-211113_A_C_2_R_5166022-28,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-29.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-29.jpg,S-211113_A_C_2_R_5166022-29,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-4.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-4.jpg,S-211113_A_C_2_R_5166022-4,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-5.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-5.jpg,S-211113_A_C_2_R_5166022-5,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-6.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-6.jpg,S-211113_A_C_2_R_5166022-6,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-7.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-7.jpg,S-211113_A_C_2_R_5166022-7,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-8.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-8.jpg,S-211113_A_C_2_R_5166022-8,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-9.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166022-9.jpg,S-211113_A_C_2_R_5166022-9,S-211113_A_C_2_R_5166022,2,1,불량,3,3,0,validation
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-1.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-1.jpg,S-211113_A_C_2_R_5166023-1,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-10.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-10.jpg,S-211113_A_C_2_R_5166023-10,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-12.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-12.jpg,S-211113_A_C_2_R_5166023-12,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-13.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-13.jpg,S-211113_A_C_2_R_5166023-13,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-14.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-14.jpg,S-211113_A_C_2_R_5166023-14,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-15.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-15.jpg,S-211113_A_C_2_R_5166023-15,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-16.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-16.jpg,S-211113_A_C_2_R_5166023-16,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-17.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-17.jpg,S-211113_A_C_2_R_5166023-17,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-18.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-18.jpg,S-211113_A_C_2_R_5166023-18,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-19.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-19.jpg,S-211113_A_C_2_R_5166023-19,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-2.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-2.jpg,S-211113_A_C_2_R_5166023-2,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-21.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-21.jpg,S-211113_A_C_2_R_5166023-21,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-22.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-22.jpg,S-211113_A_C_2_R_5166023-22,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-23.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-23.jpg,S-211113_A_C_2_R_5166023-23,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-24.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-24.jpg,S-211113_A_C_2_R_5166023-24,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-25.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-25.jpg,S-211113_A_C_2_R_5166023-25,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-26.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-26.jpg,S-211113_A_C_2_R_5166023-26,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-27.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-27.jpg,S-211113_A_C_2_R_5166023-27,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-28.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-28.jpg,S-211113_A_C_2_R_5166023-28,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
D:/hn_old-building_raw/raw/images/TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-29.jpg,TS_아파트/구조물(균열)/보통/RGB/S-211113_A_C_2_R_5166023-29.jpg,S-211113_A_C_2_R_5166023-29,S-211113_A_C_2_R_5166023,2,1,불량,3,3,0,train
