image_path,source_data_id,class_id,model_label,class_name,group_id,split
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-2.jpg,S-210902_A_C_2_R_4745003-2,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-20.jpg,S-210902_A_C_2_R_4745003-20,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-21.jpg,S-210902_A_C_2_R_4745003-21,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-22.jpg,S-210902_A_C_2_R_4745003-22,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-23.jpg,S-210902_A_C_2_R_4745003-23,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-24.jpg,S-210902_A_C_2_R_4745003-24,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-25.jpg,S-210902_A_C_2_R_4745003-25,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-27.jpg,S-210902_A_C_2_R_4745003-27,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-28.jpg,S-210902_A_C_2_R_4745003-28,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-3.jpg,S-210902_A_C_2_R_4745003-3,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-4.jpg,S-210902_A_C_2_R_4745003-4,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-5.jpg,S-210902_A_C_2_R_4745003-5,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-7.jpg,S-210902_A_C_2_R_4745003-7,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-210902_A_C_2_R_4745003-9.jpg,S-210902_A_C_2_R_4745003-9,2,1,??,S-210902_A_C_2_R_4745003,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-1.jpg,S-211111_A_C_2_R_9636012-1,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-10.jpg,S-211111_A_C_2_R_9636012-10,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-11.jpg,S-211111_A_C_2_R_9636012-11,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-12.jpg,S-211111_A_C_2_R_9636012-12,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-13.jpg,S-211111_A_C_2_R_9636012-13,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-14.jpg,S-211111_A_C_2_R_9636012-14,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-15.jpg,S-211111_A_C_2_R_9636012-15,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-16.jpg,S-211111_A_C_2_R_9636012-16,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-17.jpg,S-211111_A_C_2_R_9636012-17,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-19.jpg,S-211111_A_C_2_R_9636012-19,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-2.jpg,S-211111_A_C_2_R_9636012-2,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-20.jpg,S-211111_A_C_2_R_9636012-20,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-21.jpg,S-211111_A_C_2_R_9636012-21,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-22.jpg,S-211111_A_C_2_R_9636012-22,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-23.jpg,S-211111_A_C_2_R_9636012-23,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-24.jpg,S-211111_A_C_2_R_9636012-24,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-25.jpg,S-211111_A_C_2_R_9636012-25,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-26.jpg,S-211111_A_C_2_R_9636012-26,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-28.jpg,S-211111_A_C_2_R_9636012-28,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-29.jpg,S-211111_A_C_2_R_9636012-29,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-3.jpg,S-211111_A_C_2_R_9636012-3,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-30.jpg,S-211111_A_C_2_R_9636012-30,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-5.jpg,S-211111_A_C_2_R_9636012-5,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-6.jpg,S-211111_A_C_2_R_9636012-6,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-7.jpg,S-211111_A_C_2_R_9636012-7,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-8.jpg,S-211111_A_C_2_R_9636012-8,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211111_A_C_2_R_9636012-9.jpg,S-211111_A_C_2_R_9636012-9,2,1,??,S-211111_A_C_2_R_9636012,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-2.jpg,S-211113_A_C_2_R_5166022-2,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-21.jpg,S-211113_A_C_2_R_5166022-21,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-22.jpg,S-211113_A_C_2_R_5166022-22,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-23.jpg,S-211113_A_C_2_R_5166022-23,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-24.jpg,S-211113_A_C_2_R_5166022-24,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-25.jpg,S-211113_A_C_2_R_5166022-25,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-26.jpg,S-211113_A_C_2_R_5166022-26,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-27.jpg,S-211113_A_C_2_R_5166022-27,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-28.jpg,S-211113_A_C_2_R_5166022-28,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-29.jpg,S-211113_A_C_2_R_5166022-29,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-4.jpg,S-211113_A_C_2_R_5166022-4,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-5.jpg,S-211113_A_C_2_R_5166022-5,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-6.jpg,S-211113_A_C_2_R_5166022-6,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-7.jpg,S-211113_A_C_2_R_5166022-7,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-8.jpg,S-211113_A_C_2_R_5166022-8,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166022-9.jpg,S-211113_A_C_2_R_5166022-9,2,1,??,S-211113_A_C_2_R_5166022,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-1.jpg,S-211113_A_C_2_R_5166023-1,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-10.jpg,S-211113_A_C_2_R_5166023-10,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-12.jpg,S-211113_A_C_2_R_5166023-12,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-13.jpg,S-211113_A_C_2_R_5166023-13,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-14.jpg,S-211113_A_C_2_R_5166023-14,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-15.jpg,S-211113_A_C_2_R_5166023-15,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-16.jpg,S-211113_A_C_2_R_5166023-16,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-17.jpg,S-211113_A_C_2_R_5166023-17,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-18.jpg,S-211113_A_C_2_R_5166023-18,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-19.jpg,S-211113_A_C_2_R_5166023-19,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-2.jpg,S-211113_A_C_2_R_5166023-2,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-21.jpg,S-211113_A_C_2_R_5166023-21,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-22.jpg,S-211113_A_C_2_R_5166023-22,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-23.jpg,S-211113_A_C_2_R_5166023-23,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-24.jpg,S-211113_A_C_2_R_5166023-24,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-25.jpg,S-211113_A_C_2_R_5166023-25,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-26.jpg,S-211113_A_C_2_R_5166023-26,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-27.jpg,S-211113_A_C_2_R_5166023-27,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-28.jpg,S-211113_A_C_2_R_5166023-28,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-29.jpg,S-211113_A_C_2_R_5166023-29,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-4.jpg,S-211113_A_C_2_R_5166023-4,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-5.jpg,S-211113_A_C_2_R_5166023-5,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-6.jpg,S-211113_A_C_2_R_5166023-6,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-7.jpg,S-211113_A_C_2_R_5166023-7,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-8.jpg,S-211113_A_C_2_R_5166023-8,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166023-9.jpg,S-211113_A_C_2_R_5166023-9,2,1,??,S-211113_A_C_2_R_5166023,train
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-1.jpg,S-211113_A_C_2_R_5166035-1,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-10.jpg,S-211113_A_C_2_R_5166035-10,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-12.jpg,S-211113_A_C_2_R_5166035-12,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-13.jpg,S-211113_A_C_2_R_5166035-13,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-14.jpg,S-211113_A_C_2_R_5166035-14,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-15.jpg,S-211113_A_C_2_R_5166035-15,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-16.jpg,S-211113_A_C_2_R_5166035-16,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-17.jpg,S-211113_A_C_2_R_5166035-17,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-18.jpg,S-211113_A_C_2_R_5166035-18,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-19.jpg,S-211113_A_C_2_R_5166035-19,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-2.jpg,S-211113_A_C_2_R_5166035-2,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-21.jpg,S-211113_A_C_2_R_5166035-21,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-22.jpg,S-211113_A_C_2_R_5166035-22,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-23.jpg,S-211113_A_C_2_R_5166035-23,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-24.jpg,S-211113_A_C_2_R_5166035-24,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-25.jpg,S-211113_A_C_2_R_5166035-25,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-26.jpg,S-211113_A_C_2_R_5166035-26,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-27.jpg,S-211113_A_C_2_R_5166035-27,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-28.jpg,S-211113_A_C_2_R_5166035-28,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-29.jpg,S-211113_A_C_2_R_5166035-29,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-4.jpg,S-211113_A_C_2_R_5166035-4,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-7.jpg,S-211113_A_C_2_R_5166035-7,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166035-8.jpg,S-211113_A_C_2_R_5166035-8,2,1,??,S-211113_A_C_2_R_5166035,test
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-1.jpg,S-211113_A_C_2_R_5166037-1,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-10.jpg,S-211113_A_C_2_R_5166037-10,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-11.jpg,S-211113_A_C_2_R_5166037-11,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-12.jpg,S-211113_A_C_2_R_5166037-12,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-13.jpg,S-211113_A_C_2_R_5166037-13,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-16.jpg,S-211113_A_C_2_R_5166037-16,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-17.jpg,S-211113_A_C_2_R_5166037-17,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-18.jpg,S-211113_A_C_2_R_5166037-18,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-19.jpg,S-211113_A_C_2_R_5166037-19,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-2.jpg,S-211113_A_C_2_R_5166037-2,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-20.jpg,S-211113_A_C_2_R_5166037-20,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-21.jpg,S-211113_A_C_2_R_5166037-21,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-22.jpg,S-211113_A_C_2_R_5166037-22,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-23.jpg,S-211113_A_C_2_R_5166037-23,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-25.jpg,S-211113_A_C_2_R_5166037-25,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-26.jpg,S-211113_A_C_2_R_5166037-26,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-27.jpg,S-211113_A_C_2_R_5166037-27,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-28.jpg,S-211113_A_C_2_R_5166037-28,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-29.jpg,S-211113_A_C_2_R_5166037-29,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-3.jpg,S-211113_A_C_2_R_5166037-3,2,1,??,S-211113_A_C_2_R_5166037,validation
D:/hn_old-building_raw/raw/images/TS_???/???(??)/??/RGB/S-211113_A_C_2_R_5166037-4.jpg,S-211113_A_C_2_R_5166037-4,2,1,??,S-211113_A_C_2_R_5166037,validation
